name_with_owner,stargazer_count,created_at,repository_age_days,merged_pull_requests,release_count,pushed_at,days_since_last_update,primary_language,total_issues,closed_issues,closed_issues_ratio
swisskyrepo/PayloadsAllTheThings,80078,2016-10-18T07:29:07Z,3588,560,5,2026-08-09T13:38:47Z,7,Python,0,0,
bytedance/deer-flow,80063,2025-05-07T02:50:19Z,466,1762,1,2026-08-16T04:03:13Z,0,Python,1859,1290,0.6939214631522324
hoppscotch/hoppscotch,80041,2019-08-21T13:15:24Z,2551,2140,107,2026-08-05T13:13:45Z,11,TypeScript,2504,1938,0.7739616613418531
anuraghazra/github-readme-stats,79829,2020-07-09T10:34:22Z,2228,1569,0,2026-07-31T00:50:25Z,16,JavaScript,1395,1227,0.8795698924731182
TapXWorld/ChinaTextbook,79767,2020-01-05T04:11:06Z,2415,1,0,2025-10-18T13:39:24Z,302,Roff,188,80,0.425531914893617
d2l-ai/d2l-zh,79738,2017-08-23T04:40:24Z,3280,1019,16,2024-07-30T09:32:19Z,747,Python,0,0,
Egonex-AI/Understand-Anything,79430,2026-03-15T02:30:51Z,154,123,8,2026-08-11T14:13:37Z,5,TypeScript,242,135,0.5578512396694215
doocs/advanced-java,79051,2018-10-06T11:38:30Z,2870,94,1,2026-06-25T02:21:18Z,52,Java,149,149,1.0
Z4nzu/hackingtool,78982,2020-04-11T09:21:31Z,2317,59,0,2026-08-02T16:54:01Z,14,Python,521,406,0.7792706333973128
coder/code-server,78861,2019-02-27T16:50:41Z,2726,1747,252,2026-08-12T16:23:57Z,4,TypeScript,3863,3715,0.9616878074035724
ventoy/Ventoy,78738,2020-03-10T15:19:19Z,2349,302,115,2026-08-06T04:51:23Z,10,C,2829,1935,0.6839872746553552
paperclipai/paperclip,78343,2026-03-02T15:01:51Z,166,1695,19,2026-08-16T05:26:12Z,0,TypeScript,2824,728,0.2577903682719547
unclecode/crawl4ai,78266,2024-05-09T09:48:50Z,828,217,20,2026-08-15T12:21:30Z,1,Python,1016,984,0.968503937007874
awesomedata/awesome-public-datasets,78106,2014-11-20T06:20:50Z,4286,188,1,2026-08-04T19:54:53Z,12,Não informado,130,49,0.3769230769230769
elastic/elasticsearch,77833,2010-02-08T13:20:56Z,6032,95318,260,2026-08-16T02:16:14Z,0,Java,46930,42190,0.898998508416791
opendatalab/MinerU,77707,2024-02-29T08:52:34Z,898,1539,186,2026-08-14T13:18:14Z,2,Python,2336,2282,0.9768835616438356
tensorflow/models,77652,2016-02-05T01:15:20Z,3845,2345,51,2026-08-15T02:25:39Z,1,Python,7322,6246,0.8530456159519257
dair-ai/Prompt-Engineering-Guide,77498,2022-12-16T16:04:50Z,1338,342,0,2026-03-11T20:09:13Z,158,MDX,254,74,0.29133858267716534
nomic-ai/gpt4all,77411,2023-03-27T18:49:32Z,1237,938,38,2025-05-27T20:05:19Z,446,C++,2225,1494,0.6714606741573034
Leonxlnx/taste-skill,76892,2026-02-19T21:44:05Z,177,8,0,2026-07-23T16:01:24Z,24,JavaScript,40,12,0.3
FortAwesome/Font-Awesome,76842,2012-02-17T14:19:43Z,5293,222,65,2026-07-15T18:15:53Z,32,JavaScript,19933,19642,0.9854010936637736
MisterBooo/LeetCodeAnimation,76692,2018-12-06T08:01:22Z,2809,63,0,2026-06-12T13:49:06Z,65,Java,61,43,0.7049180327868853
nestjs/nest,76387,2017-02-04T20:12:52Z,3479,8665,158,2026-08-15T22:08:12Z,1,TypeScript,5858,5852,0.99897575964493
grafana/grafana,76288,2013-12-11T15:59:56Z,4630,69274,635,2026-08-16T00:12:00Z,0,TypeScript,44887,42146,0.9389355492681623
sdmg15/Best-websites-a-programmer-should-visit,76270,2017-03-05T20:25:17Z,3450,430,0,2025-09-16T18:34:24Z,334,Não informado,185,105,0.5675675675675675
rtk-ai/rtk,76245,2026-01-22T16:54:16Z,205,546,276,2026-08-15T02:01:37Z,1,Rust,1419,444,0.3128964059196617
redis/redis,76026,2009-03-21T22:32:25Z,6356,4736,142,2026-08-13T10:52:17Z,3,C,7057,4797,0.6797506022389117
tesseract-ocr/tesseract,75937,2014-08-12T18:04:59Z,4386,1464,36,2026-08-15T13:12:49Z,1,C++,2765,2329,0.8423146473779385
typicode/json-server,75702,2013-11-27T13:21:13Z,4644,171,49,2026-03-23T19:40:00Z,146,JavaScript,1193,576,0.48281642917015927
ocornut/imgui,75669,2014-07-21T14:29:47Z,4408,427,122,2026-08-07T16:43:39Z,9,C++,6919,5873,0.8488220841162017
AppFlowy-IO/AppFlowy,75498,2021-06-16T12:56:48Z,1886,3895,142,2026-08-11T13:01:19Z,5,Dart,4207,3316,0.7882101259805087
openai/openai-cookbook,75247,2022-03-11T02:08:53Z,1619,1075,0,2026-08-16T02:03:38Z,0,Jupyter Notebook,820,742,0.9048780487804878
obsproject/obs-studio,75057,2013-10-01T02:40:31Z,4702,5563,247,2026-08-15T00:34:08Z,1,C,5185,4387,0.8460945033751205
PKUFlyingPig/cs-self-learning,74958,2021-10-20T13:43:42Z,1760,319,5,2026-08-13T14:21:23Z,3,HTML,237,108,0.45569620253164556
caddyserver/caddy,74938,2015-01-13T19:45:03Z,4232,2391,136,2026-08-15T16:38:21Z,1,Go,4600,4401,0.9567391304347826
python/cpython,74328,2017-02-10T19:23:51Z,3473,62575,0,2026-08-16T04:47:16Z,0,Python,77685,70658,0.9095449571989445
shareAI-lab/learn-claude-code,74325,2025-06-29T15:34:15Z,412,77,0,2026-08-15T16:51:43Z,1,Python,196,161,0.8214285714285714
enaqx/awesome-react,74287,2014-08-06T05:31:44Z,4392,798,0,2026-07-20T07:31:52Z,27,Não informado,127,122,0.9606299212598425
apache/superset,74272,2015-07-21T18:55:34Z,4043,19639,267,2026-08-16T05:11:06Z,0,Python,12650,12444,0.9837154150197629
D4Vinci/Scrapling,74239,2024-10-13T20:29:53Z,671,102,52,2026-08-11T18:45:32Z,5,Python,149,147,0.9865771812080537
hiyouga/LlamaFactory,74132,2023-05-28T10:09:12Z,1175,1018,36,2026-08-13T12:45:56Z,3,Python,8026,7033,0.8762770994268627
josephmisiti/awesome-machine-learning,74046,2014-07-15T19:11:19Z,4414,928,0,2026-08-11T21:49:59Z,5,Python,117,117,1.0
abi/screenshot-to-code,74041,2023-11-14T17:53:32Z,1005,83,0,2026-08-14T17:20:50Z,2,Python,405,284,0.7012345679012346
Eugeny/tabby,73936,2016-12-23T09:06:10Z,3522,1580,209,2026-08-12T04:03:12Z,4,TypeScript,6320,3622,0.5731012658227848
unionlabs/union,73861,2023-05-16T22:33:39Z,1187,3128,113,2026-07-25T18:20:02Z,22,Rust,1842,1714,0.9305103148751357
twitter/the-algorithm,73776,2023-03-27T14:57:57Z,1237,2,0,2025-09-08T18:40:54Z,342,Scala,1081,752,0.6956521739130435
vuejs/awesome-vue,73544,2015-10-20T00:16:14Z,3953,3655,0,2026-07-24T10:16:04Z,23,Não informado,234,193,0.8247863247863247
thedaviddias/Front-End-Checklist,73539,2017-10-16T10:12:36Z,3225,180,2,2026-08-14T05:59:25Z,2,MDX,154,152,0.987012987012987
binhnguyennus/awesome-scalability,73318,2017-12-27T03:46:40Z,3154,37,0,2026-01-04T03:51:47Z,224,Não informado,0,0,
CompVis/stable-diffusion,73297,2022-08-10T14:36:44Z,1466,5,0,2024-06-18T01:53:49Z,789,Jupyter Notebook,740,200,0.2702702702702703
datawhalechina/hello-agents,73121,2025-09-07T09:50:24Z,342,170,3,2026-08-14T11:23:24Z,2,Python,307,247,0.8045602605863192
strapi/strapi,72937,2015-09-30T15:34:48Z,3972,10368,540,2026-08-14T18:50:53Z,2,TypeScript,12184,11935,0.9795633617859488
danielmiessler/SecLists,72869,2012-02-19T01:30:18Z,5292,709,30,2026-08-15T13:15:01Z,1,PHP,327,319,0.9755351681957186
fffaraz/awesome-cpp,72782,2014-07-17T08:51:11Z,4412,883,0,2026-08-04T08:08:58Z,12,Não informado,593,360,0.6070826306913997
ComposioHQ/awesome-claude-skills,72571,2025-10-17T07:15:01Z,302,38,0,2026-08-10T21:45:44Z,6,Python,143,11,0.07692307692307693
NationalSecurityAgency/ghidra,72388,2019-03-01T03:27:48Z,2725,583,54,2026-08-13T15:11:45Z,3,Java,6122,4577,0.7476314929761516
microsoft/ai-agents-for-beginners,72253,2024-11-28T10:42:52Z,625,490,0,2026-07-29T19:47:29Z,18,Jupyter Notebook,124,123,0.9919354838709677
juliangarnier/anime,72184,2016-03-13T21:37:45Z,3807,87,37,2026-08-09T16:40:09Z,7,JavaScript,849,752,0.8857479387514723
pallets/flask,72161,2010-04-06T11:11:59Z,5975,1633,38,2026-08-11T22:32:54Z,5,Python,2762,2762,1.0
unslothai/unsloth,72140,2023-11-29T16:50:09Z,990,3366,54,2026-08-16T05:04:17Z,0,Python,4089,3230,0.7899241868427488
hakimel/reveal.js,72131,2011-06-07T18:54:22Z,5548,415,51,2026-05-21T19:20:20Z,87,JavaScript,2513,1710,0.6804615996816554
chrislgarry/Apollo-11,72089,2014-04-03T15:45:02Z,4517,0,0,2026-07-15T02:29:53Z,32,Assembly,0,0,
Panniantong/Agent-Reach,72081,2026-02-24T02:10:24Z,173,172,7,2026-08-12T03:39:49Z,4,Python,201,139,0.6915422885572139
daytonaio/daytona,72003,2024-02-06T08:21:20Z,921,2505,205,2026-07-24T07:12:07Z,23,Não informado,1244,932,0.7491961414790996
moby/moby,71990,2013-01-18T18:10:57Z,4957,23030,308,2026-08-15T11:12:43Z,1,Go,23583,20309,0.8611711826315567
OpenBB-finance/OpenBB,71903,2020-12-20T10:46:38Z,2064,4303,56,2026-07-30T17:33:42Z,17,Python,2324,2274,0.9784853700516352
protocolbuffers/protobuf,71733,2014-08-26T15:52:15Z,4372,9711,218,2026-08-16T03:15:56Z,0,C++,6898,6774,0.9820237750072485
toeverything/AFFiNE,71566,2022-07-31T18:45:21Z,1476,9350,572,2026-08-16T00:04:22Z,0,TypeScript,3990,3394,0.8506265664160401
nektos/act,71506,2019-01-02T19:53:43Z,2782,1061,97,2026-08-09T22:50:11Z,7,Go,1343,1082,0.8056589724497394
binary-husky/gpt_academic,71195,2023-03-20T09:05:13Z,1244,228,32,2026-01-25T12:33:10Z,203,Python,1784,1486,0.8329596412556054
Asabeneh/30-Days-Of-Python,71025,2019-11-19T17:24:16Z,2461,144,0,2026-08-12T20:53:22Z,4,Python,178,90,0.5056179775280899
666ghj/MiroFish,70987,2025-11-26T04:23:02Z,263,26,3,2026-08-16T03:33:32Z,0,Python,396,337,0.851010101010101
prakhar1989/awesome-courses,70447,2014-11-15T18:36:49Z,4291,194,0,2023-05-04T12:49:34Z,1200,Não informado,86,41,0.47674418604651164
ansible/ansible,70344,2012-03-06T14:58:02Z,5275,40060,252,2026-08-11T21:53:38Z,5,Python,33435,32910,0.984297891431135
swiftlang/swift,70253,2015-10-23T21:15:07Z,3949,60645,70,2026-08-16T05:24:52Z,0,Swift,18127,10499,0.5791912616538865
FoundationAgents/MetaGPT,69847,2023-06-30T09:04:55Z,1142,673,22,2026-01-21T10:12:33Z,207,Python,973,957,0.9835560123329907
expressjs/express,69359,2009-06-26T18:56:01Z,6259,550,165,2026-08-01T09:58:10Z,15,JavaScript,4066,3961,0.9741760944417117
base/node,68434,2023-02-01T13:55:02Z,1291,275,86,2026-07-22T19:00:12Z,25,Shell,377,370,0.9814323607427056
openinterpreter/openinterpreter,68025,2023-07-14T07:10:44Z,1128,434,63,2026-08-15T11:38:29Z,1,Rust,1100,1098,0.9981818181818182
ruvnet/ruflo,67943,2025-06-02T21:24:20Z,439,565,1000,2026-08-16T02:10:15Z,0,TypeScript,1619,1060,0.6547251389746758
code-yeongyu/oh-my-openagent,67926,2025-12-03T01:40:05Z,256,2541,232,2026-08-16T05:21:06Z,0,TypeScript,2521,2068,0.8203094010313368
chartjs/Chart.js,67647,2013-03-17T23:56:36Z,4899,3018,117,2026-05-27T21:17:31Z,81,JavaScript,7318,6819,0.9318119704837388
BurntSushi/ripgrep,67316,2016-03-11T02:02:33Z,3810,571,75,2026-08-04T13:59:44Z,12,Rust,1819,1702,0.9356789444749862
labmlai/annotated_deep_learning_paper_implementations,67308,2020-08-25T02:29:34Z,2182,104,0,2026-01-22T04:26:00Z,206,Python,143,115,0.8041958041958042
apache/echarts,67081,2013-04-03T03:18:59Z,4883,1524,125,2026-08-04T09:07:09Z,12,TypeScript,19381,18011,0.9293122129921056
gorhill/uBlock,66996,2015-04-01T17:51:11Z,4154,0,288,2026-08-14T15:36:42Z,2,JavaScript,3446,3433,0.9962275101567034
scikit-learn/scikit-learn,66958,2010-08-17T09:43:38Z,5842,14701,50,2026-08-16T05:03:27Z,0,Python,12243,10698,0.8738054398431757
bradtraversy/design-resources-for-developers,66660,2020-05-06T14:40:35Z,2292,978,0,2026-05-24T10:07:48Z,84,Não informado,0,0,
xtekky/gpt4free,66555,2023-03-29T17:00:43Z,1235,911,503,2026-08-13T12:29:10Z,3,Python,2047,2045,0.9990229604298974
colbymchenry/codegraph,66542,2026-01-18T21:45:37Z,209,458,30,2026-08-08T02:56:05Z,8,C,640,480,0.75
sindresorhus/awesome-nodejs,66537,2014-07-11T13:35:34Z,4418,421,0,2026-05-03T08:24:10Z,105,Não informado,105,102,0.9714285714285714
leonardomso/33-js-concepts,66511,2018-09-04T13:27:04Z,2902,269,0,2026-08-02T14:51:44Z,14,JavaScript,121,120,0.9917355371900827
headroomlabs-ai/headroom,66469,2026-01-07T19:58:51Z,220,1415,162,2026-08-16T00:57:42Z,0,Python,904,656,0.7256637168141593
cline/cline,66248,2024-07-06T07:28:10Z,770,4428,371,2026-08-16T04:16:24Z,0,TypeScript,4355,3714,0.852812858783008
TheAlgorithms/Java,66158,2016-07-16T10:21:02Z,3682,2389,0,2026-08-15T16:56:39Z,1,Java,1249,1243,0.9951961569255404
webpack/webpack,65979,2012-03-10T10:08:14Z,5271,6329,462,2026-08-16T00:11:49Z,0,JavaScript,10228,10167,0.9940359796636684
facebook/docusaurus,65930,2017-06-20T16:13:53Z,3343,5848,157,2026-08-13T14:19:29Z,3,TypeScript,3468,3175,0.9155132641291811
prometheus/prometheus,65712,2012-11-24T11:14:12Z,5012,8818,376,2026-08-15T14:57:11Z,1,Go,6543,6029,0.9214427632584441
LadybirdBrowser/ladybird,65683,2024-05-30T09:18:10Z,807,7989,0,2026-08-16T00:26:34Z,0,C++,1938,1445,0.7456140350877193
kelseyhightower/nocode,65631,2018-02-06T23:54:00Z,3112,1,1,2024-08-07T03:19:12Z,739,Dockerfile,4964,737,0.1484689766317486
dani-garcia/vaultwarden,65460,2018-02-17T22:40:20Z,3101,1165,85,2026-08-13T14:46:28Z,3,Rust,2747,2730,0.9938114306516199
alacritty/alacritty,65387,2016-02-18T05:02:30Z,3832,1936,108,2026-08-03T08:50:06Z,13,Rust,6344,6015,0.948139974779319
lydiahallie/javascript-questions,65319,2019-06-12T08:26:27Z,2621,327,0,2024-08-04T16:08:40Z,742,Não informado,253,233,0.9209486166007905
kdn251/interviews,65199,2017-02-14T18:19:25Z,3469,42,0,2025-05-12T12:56:04Z,461,Java,59,24,0.4067796610169492
localstack/localstack,65148,2016-10-25T23:48:03Z,3581,6814,106,2026-03-23T08:52:01Z,146,Python,6178,6178,1.0
Fission-AI/OpenSpec,65020,2025-08-05T10:37:45Z,375,560,44,2026-08-15T00:52:34Z,1,TypeScript,590,486,0.823728813559322
microsoft/AI-For-Beginners,64995,2021-03-03T16:27:36Z,1991,312,0,2026-07-21T11:11:48Z,26,Jupyter Notebook,197,185,0.9390862944162437
docling-project/docling,64802,2024-07-09T07:50:26Z,767,1126,204,2026-08-15T10:13:09Z,1,Python,1958,1070,0.5464759959141982
Mintplex-Labs/anything-llm,64747,2023-06-04T02:29:14Z,1169,1562,34,2026-08-13T22:31:08Z,3,JavaScript,3734,3438,0.920728441349759
gsd-build/get-shit-done,64690,2025-12-14T14:17:12Z,244,1202,78,2026-05-31T17:46:54Z,77,JavaScript,1890,1890,1.0
nocodb/nocodb,64546,2017-10-29T18:51:48Z,3212,6459,198,2026-08-16T01:34:49Z,0,TypeScript,4751,4356,0.9168596085034729
shanraisshan/claude-code-best-practice,64543,2025-10-31T14:15:28Z,288,48,0,2026-08-16T05:08:02Z,0,HTML,51,48,0.9411764705882353
traefik/traefik,64444,2015-09-13T19:04:02Z,3989,5509,551,2026-08-13T12:24:06Z,3,Go,6819,6128,0.8986654934741164
ryanoasis/nerd-fonts,64254,2014-12-05T04:31:17Z,4272,610,39,2026-08-10T11:01:16Z,6,CSS,1157,1141,0.986171132238548
warpdotdev/warp,64246,2021-07-08T18:48:08Z,1864,2132,56,2026-08-16T04:53:43Z,0,Rust,10789,6979,0.6468625451849106
keras-team/keras,64232,2015-03-28T00:35:42Z,4159,5203,93,2026-08-14T17:42:21Z,2,Python,12869,12733,0.9894319682959049
santifer/career-ops,63967,2026-04-04T18:21:18Z,133,1014,33,2026-08-16T02:23:52Z,0,JavaScript,996,815,0.8182730923694779
rust-lang/rustlings,63873,2015-09-15T02:25:18Z,3988,952,46,2026-08-11T11:46:06Z,5,Rust,770,746,0.9688311688311688
scrapy/scrapy,63867,2010-02-22T02:01:14Z,6019,2780,52,2026-08-15T16:16:53Z,1,Python,3300,3011,0.9124242424242425
tw93/Mole,63652,2025-09-23T06:38:40Z,326,335,60,2026-08-16T03:42:44Z,0,Shell,894,893,0.9988814317673378
commaai/openpilot,63424,2016-11-24T01:33:30Z,3552,13282,63,2026-08-15T23:18:56Z,1,Python,3300,3220,0.9757575757575757
tldr-pages/tldr,63411,2013-12-08T07:34:43Z,4633,19480,6,2026-08-16T03:06:25Z,0,Markdown,1788,1558,0.8713646532438478
mem0ai/mem0,63345,2023-06-20T08:58:36Z,1152,2512,381,2026-08-15T10:43:29Z,1,Python,2090,1842,0.8813397129186603
FFmpeg/FFmpeg,63336,2011-04-14T14:12:38Z,5602,0,0,2026-08-15T21:52:28Z,1,C,0,0,
socketio/socket.io,63197,2010-03-11T18:24:48Z,6001,450,98,2026-07-24T14:44:59Z,23,TypeScript,3664,3500,0.9552401746724891
ZhuLinsen/daily_stock_analysis,62985,2026-01-10T06:43:20Z,217,670,34,2026-08-15T13:59:25Z,1,Python,814,776,0.9533169533169533
asgeirtj/system_prompts_leaks,62976,2025-05-03T02:43:56Z,470,32,0,2026-08-15T03:58:20Z,1,JavaScript,59,38,0.6440677966101694
resume/resume.github.com,62885,2011-02-06T13:39:55Z,5669,84,0,2023-02-15T06:38:51Z,1278,JavaScript,131,67,0.5114503816793893
virattt/ai-hedge-fund,62878,2024-11-29T16:30:01Z,624,53,11,2026-08-07T17:21:58Z,9,Python,279,227,0.8136200716845878
jgraph/drawio-desktop,62634,2017-05-25T20:58:42Z,3369,42,187,2026-08-14T09:09:47Z,2,JavaScript,1804,1797,0.996119733924612
git/git,62584,2008-07-23T14:21:26Z,6597,4,0,2026-08-15T00:02:59Z,1,C,0,0,
NanmiCoder/MediaCrawler,62487,2023-06-09T12:14:34Z,1163,142,0,2026-08-14T08:19:00Z,2,Python,626,466,0.744408945686901
pathwaycom/pathway,62458,2022-11-27T13:01:14Z,1357,30,89,2026-08-15T15:26:10Z,1,Python,171,142,0.8304093567251462
usememos/memos,62271,2021-12-08T15:30:18Z,1711,2070,96,2026-08-13T16:10:23Z,3,Go,3038,3011,0.9911125740618828
topjohnwu/Magisk,62242,2016-09-08T12:42:53Z,3628,1720,156,2026-08-13T00:11:18Z,3,Kotlin,6609,6558,0.9922832501134816
youngyangyang04/leetcode-master,62185,2019-12-14T12:05:42Z,2436,2311,0,2026-08-03T02:57:08Z,13,Shell,281,68,0.24199288256227758
karpathy/nanoGPT,62136,2022-12-28T00:51:12Z,1327,45,0,2025-11-12T19:52:34Z,277,Python,363,115,0.3168044077134986
withastro/astro,61805,2021-03-15T17:19:47Z,1979,9208,1000,2026-08-15T14:28:33Z,1,TypeScript,6535,6512,0.9964804896710023
PlexPt/awesome-chatgpt-prompts-zh,61592,2022-12-12T01:55:03Z,1343,33,0,2026-04-28T10:52:14Z,110,Não informado,101,62,0.6138613861386139
reduxjs/redux,61511,2015-05-29T23:53:15Z,4096,1767,78,2026-08-02T00:52:12Z,14,TypeScript,2076,2036,0.9807321772639692
FuelLabs/sway,61507,2021-01-19T20:54:33Z,2034,3715,189,2026-08-14T14:48:39Z,2,Rust,3316,2437,0.7349215922798552
sansan0/TrendRadar,61488,2025-04-28T11:42:16Z,474,2,0,2026-07-17T13:54:28Z,30,Python,496,460,0.9274193548387096
minio/minio,61395,2015-01-14T19:23:58Z,4231,9882,521,2026-04-24T17:54:39Z,114,Go,7885,7841,0.994419784400761
lodash/lodash,61289,2012-04-07T04:11:46Z,5244,644,4,2026-07-03T19:48:01Z,44,JavaScript,4362,4308,0.9876203576341128
2dust/v2rayNG,61132,2019-05-15T02:15:31Z,2650,661,307,2026-08-16T02:55:32Z,0,Kotlin,4064,4051,0.9968011811023622
Solido/awesome-flutter,60925,2017-05-07T11:45:27Z,3387,452,0,2026-04-21T19:06:09Z,117,Dart,0,0,
RVC-Boss/GPT-SoVITS,60912,2024-01-14T18:05:21Z,944,366,4,2026-07-22T08:21:07Z,25,Python,2045,1254,0.6132029339853301
h5bp/Front-end-Developer-Interview-Questions,60880,2012-02-09T23:34:10Z,5301,485,0,2026-06-16T23:06:47Z,61,Nunjucks,185,143,0.772972972972973
xingshaocheng/architect-awesome,60839,2018-04-06T13:30:58Z,3053,49,0,2024-04-11T11:32:12Z,857,Não informado,71,23,0.323943661971831
upstash/context7,60810,2025-03-26T23:40:39Z,507,477,104,2026-08-15T14:42:46Z,1,TypeScript,2240,2218,0.9901785714285715
1c7/chinese-independent-developer,60803,2017-09-21T11:08:23Z,3250,739,0,2026-08-15T19:48:28Z,1,Python,360,359,0.9972222222222222
atom/atom,60792,2012-01-20T18:18:21Z,5321,3937,538,2023-01-03T10:49:48Z,1321,JavaScript,17111,16149,0.9437788557068553
nuxt/nuxt,60759,2016-10-26T11:18:47Z,3580,8296,291,2026-08-15T18:45:33Z,1,TypeScript,17479,17111,0.9789461639681905
tw93/Pake,60737,2022-10-14T09:32:57Z,1401,162,51,2026-08-15T14:51:04Z,1,Rust,568,568,1.0
pocketbase/pocketbase,60687,2022-07-05T06:06:21Z,1502,55,284,2026-08-14T04:24:50Z,2,Go,2037,2018,0.990672557682867
ultralytics/ultralytics,60648,2022-09-11T16:39:45Z,1434,5422,448,2026-08-15T17:46:52Z,1,Python,12888,12840,0.9962756052141527
coollabsio/coolify,60635,2021-01-25T20:54:01Z,2028,2734,685,2026-08-15T22:59:02Z,1,PHP,3930,3309,0.8419847328244274
ChrisTitusTech/winutil,60633,2022-04-28T02:25:19Z,1571,1453,45,2026-08-15T15:35:27Z,1,PowerShell,2369,2343,0.9890249050232165
microsoft/autogen,60441,2023-08-18T11:43:45Z,1093,2537,98,2026-04-15T11:59:09Z,123,Python,3077,2519,0.8186545336366591
pi-hole/pi-hole,60385,2014-06-08T15:02:55Z,4451,2237,126,2026-08-04T11:14:35Z,12,Shell,3147,3125,0.9930092151255163
adam-p/markdown-here,60249,2012-05-13T03:27:22Z,5208,27,17,2025-08-22T00:21:50Z,359,JavaScript,635,334,0.525984251968504
sharkdp/bat,60189,2018-04-21T10:52:23Z,3038,1665,43,2026-08-11T14:39:20Z,5,Rust,1629,1303,0.7998772252915899
spring-projects/spring-framework,60189,2010-12-08T04:04:45Z,5730,939,363,2026-08-13T17:02:05Z,3,Java,28337,27956,0.9865546811589089
marktext/marktext,60106,2017-11-12T16:05:25Z,3198,1371,47,2026-07-27T03:16:54Z,20,TypeScript,3428,2826,0.82438739789965
CorentinJ/Real-Time-Voice-Cloning,60090,2019-05-26T08:56:15Z,2638,51,0,2026-03-09T10:31:58Z,160,Python,1122,953,0.8493761140819964
jquery/jquery,59784,2009-04-03T15:20:14Z,6343,902,13,2026-08-12T10:08:27Z,4,JavaScript,2393,2320,0.9694943585457585
ghostty-org/ghostty,59701,2022-03-29T17:38:26Z,1600,4446,1,2026-08-16T04:45:15Z,0,Zig,2255,2108,0.9348115299334812
shadowsocks/shadowsocks-windows,59583,2013-01-14T07:54:16Z,4961,290,55,2025-01-01T08:09:55Z,592,C#,2917,2729,0.9355502228316763
meta-llama/llama,59557,2023-02-14T09:29:12Z,1278,54,0,2025-01-26T21:42:26Z,567,Python,1125,654,0.5813333333333334
pbakaus/impeccable,59470,2025-11-16T01:52:04Z,273,266,45,2026-08-16T04:38:20Z,0,JavaScript,227,188,0.8281938325991189
FiloSottile/mkcert,59457,2018-06-25T05:33:03Z,2973,53,14,2024-08-13T13:37:46Z,733,Go,359,242,0.6740947075208914
starship/starship,59422,2019-04-02T03:23:12Z,2693,3204,141,2026-08-16T04:56:08Z,0,Rust,2707,1909,0.7052087181381603
termux/termux-app,59265,2015-10-23T09:42:46Z,3949,178,95,2026-07-14T20:47:14Z,33,Java,3149,2653,0.8424896792632581
rclone/rclone,59175,2014-03-16T16:19:57Z,4535,2486,131,2026-08-14T18:18:36Z,2,Go,6172,5197,0.8420285158781594
pathwaycom/llm-app,59037,2023-07-19T08:43:37Z,1123,50,0,2026-07-05T17:59:07Z,42,Jupyter Notebook,20,15,0.75
meilisearch/meilisearch,58978,2018-04-23T11:45:28Z,3036,2532,330,2026-08-14T09:38:01Z,2,Rust,2470,2230,0.902834008097166
rust-unofficial/awesome-rust,58845,2014-07-17T10:45:10Z,4412,1912,0,2026-08-15T23:24:05Z,1,Rust,150,142,0.9466666666666667
byoungd/up,58717,2017-05-30T07:18:52Z,3364,31,0,2026-06-30T16:02:22Z,47,JavaScript,132,100,0.7575757575757576
rails/rails,58686,2008-04-11T02:19:47Z,6701,26836,168,2026-08-15T14:33:22Z,1,Ruby,18650,18165,0.9739946380697051
penpot/penpot,58646,2015-12-29T22:09:07Z,3882,6897,84,2026-08-14T18:16:22Z,2,Clojure,3119,2436,0.7810195575504969
pmndrs/zustand,58570,2019-04-09T09:10:06Z,2685,926,105,2026-08-13T00:34:02Z,3,TypeScript,698,696,0.997134670487106
angular/angular.js,58547,2010-01-06T00:34:37Z,6066,790,0,2024-04-12T17:43:16Z,856,JavaScript,9033,8644,0.9569356802834053
tiimgreen/github-cheat-sheet,58527,2014-04-12T16:38:42Z,4508,129,0,2024-04-15T20:15:56Z,853,Não informado,77,49,0.6363636363636364
MemPalace/mempalace,58400,2026-04-05T01:12:07Z,133,607,15,2026-08-15T01:20:08Z,1,Python,777,461,0.5933075933075933
mvanhorn/last30days-skill,58312,2026-01-23T20:37:37Z,204,464,40,2026-08-14T17:24:34Z,2,Python,242,158,0.6528925619834711
FoundationAgents/OpenManus,57984,2025-03-06T14:08:14Z,527,115,3,2026-02-11T13:48:00Z,186,Python,754,469,0.6220159151193634
ultralytics/yolov5,57877,2020-05-18T03:45:11Z,2281,2317,10,2026-08-15T17:33:53Z,1,Python,9443,9413,0.9968230435243037
h5bp/html5-boilerplate,57595,2010-01-24T18:03:24Z,6047,846,34,2026-08-10T23:11:22Z,6,JavaScript,1366,1359,0.9948755490483162
scutan90/DeepLearning-500-questions,57531,2018-06-27T06:36:45Z,2971,302,0,2024-06-26T12:10:14Z,781,JavaScript,192,81,0.421875
deepfakes/faceswap,57458,2017-12-19T09:44:13Z,3161,370,5,2026-08-05T11:39:37Z,11,Python,909,899,0.988998899889989
zylon-ai/private-gpt,57446,2023-05-02T09:15:31Z,1201,306,14,2026-08-14T16:14:55Z,2,Python,1242,1241,0.999194847020934
go-gitea/gitea,57396,2016-11-01T02:13:26Z,3575,19703,235,2026-08-16T03:40:16Z,0,Go,15951,13597,0.8524230455770798
karpathy/nanochat,57222,2025-10-13T13:46:35Z,306,84,0,2026-08-02T21:05:23Z,14,Python,139,117,0.841726618705036
